Title,description,authors,image,previewLink,publisher,publishedDate,infoLink,categories,ratingsCount,ShortenedLink,ISBN
"Bye-Bye, Mom and Dad",Little Critter thinks he is in charge when Mom and Dad go away for the day even though Grandma and Grandpa spend the day with him.,['Mercer Mayer'],,"http://books.google.nl/books?id=5iK9tAEACAAJ&dq=Bye-Bye,+Mom+and+Dad&hl=&cd=1&source=gbs_api",,2004,"http://books.google.nl/books?id=5iK9tAEACAAJ&dq=Bye-Bye,+Mom+and+Dad&hl=&source=gbs_api",['Families'],,http://books.google.nl/books?id=5iK9tAEACAAJ,"1480687057, 9781480687059"
The Scarletti Curse (Candleglow),,['Christine Feehan'],,http://books.google.nl/books?id=2YXLtAEACAAJ&dq=The+Scarletti+Curse+(Candleglow)&hl=&cd=1&source=gbs_api,,,http://books.google.nl/books?id=2YXLtAEACAAJ&dq=The+Scarletti+Curse+(Candleglow)&hl=&source=gbs_api,,,http://books.google.nl/books?id=2YXLtAEACAAJ,
Universal Secrets of Telecosmic Power,,['Norvell'],,http://books.google.nl/books?id=3dYmAAAACAAJ&dq=Universal+Secrets+of+Telecosmic+Power&hl=&cd=1&source=gbs_api,Reward Books,1974-01-01,http://books.google.nl/books?id=3dYmAAAACAAJ&dq=Universal+Secrets+of+Telecosmic+Power&hl=&source=gbs_api,['Success'],,http://books.google.nl/books?id=3dYmAAAACAAJ,"0139389938, 9780139389931"
The Visitor's Guide to Normandy Landing Beaches: Memorials and Museums (Regional Traveller),,"['Tonie Holt', 'Valmai Holt']",,http://books.google.nl/books?id=mnuBQgAACAAJ&dq=The+Visitor%27s+Guide+to+Normandy+Landing+Beaches:+Memorials+and+Museums+(Regional+Traveller)&hl=&cd=1&source=gbs_api,Hunter Pub Incorporated,1994-01-01,http://books.google.nl/books?id=mnuBQgAACAAJ&dq=The+Visitor%27s+Guide+to+Normandy+Landing+Beaches:+Memorials+and+Museums+(Regional+Traveller)&hl=&source=gbs_api,['Travel'],,http://books.google.nl/books?id=mnuBQgAACAAJ,"0861905032, 9780861905034"
The Bar Code Implementation Guide: Using Bar Codes in Distribution,,"['Stephen L. Pearce', 'Richard D. Bushnell']",,http://books.google.nl/books?id=7Yw6AAAACAAJ&dq=The+Bar+Code+Implementation+Guide:+Using+Bar+Codes+in+Distribution&hl=&cd=1&source=gbs_api,Tower Hill Press,2000,http://books.google.nl/books?id=7Yw6AAAACAAJ&dq=The+Bar+Code+Implementation+Guide:+Using+Bar+Codes+in+Distribution&hl=&source=gbs_api,['Business & Economics'],,http://books.google.nl/books?id=7Yw6AAAACAAJ,"0941668061, 9780941668064"
Principles of Biblical Interpretation (Sacred Hermeneutics),,['Louis Berkhof'],http://books.google.com/books/content?id=XfbPznoyjHwC&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.nl/books?id=XfbPznoyjHwC&q=Principles+of+Biblical+Interpretation+(Sacred+Hermeneutics)&dq=Principles+of+Biblical+Interpretation+(Sacred+Hermeneutics)&hl=&cd=1&source=gbs_api,,1962,http://books.google.nl/books?id=XfbPznoyjHwC&dq=Principles+of+Biblical+Interpretation+(Sacred+Hermeneutics)&hl=&source=gbs_api,['Bible'],2.0,http://books.google.nl/books?id=XfbPznoyjHwC,
Cruel and Unusual (G K Hall Large Print Book Series (Cloth)),"Wanneer er in dit achtste deel in de Kay Scarpetta-serie tien lijken worden gevonden in Amerika en Engeland, lijkt er één dader te zijn. Maar hoe kan de moordenaar op twee plekken tegelijk zijn? Onnatuurlijke dood is het achtste boek uit de bloedstollende bestsellerserie rond patholoog-anatoom Kay Scarpetta van auteur Patricia Cornwell. Deze serie, bestaande uit meer dan 20 bloedstollende crimethrillers, betekende Patricia Cornwells doorbraak als grondlegger van de pathologisch-anatomische thriller. Negen gruwelijk verminkte lijken zijn er al gevonden: vijf in Ierland en vier in Amerika. Steeds wordt het lichaam gedumpt op een vuilnisbelt en steeds worden de ledematen afgesneden. Wie pleegt deze verschrikkelijke moorden? Wanneer een tiende lijk wordt gevonden, wordt patholoog-anatoom Kay Scarpetta opgeroepen om de zaak te onderzoeken. Alles lijkt erop dat een en dezelfde dader aan het werk is, maar is er echt sprake van dezelfde dader? Kay Scarpetta en rechercheur Pete Marino ontdekken steeds meer bewijsmateriaal dat wijst op een alomvattend complot, waardoor het gehele land in gevaar is... Patricia Cornwells werk over de vrouwelijke patholoog-anatoom Scarpetta is de bestverkochte thrillerserie ter wereld; alleen in Nederland en Vlaanderen zijn er al 1,5 miljoen exemplaren verkocht. Ook werd de serie bekroond met de Edgar Award en de Gold Dagger.",['Patricia Cornwell'],http://books.google.com/books/content?id=AgckDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.nl/books?id=AgckDwAAQBAJ&printsec=frontcover&dq=Cruel+and+Unusual+(G+K+Hall+Large+Print+Book+Series+(Cloth))&hl=&cd=1&source=gbs_api,Luitingh Sijthoff,2017-06-01,https://play.google.com/store/books/details?id=AgckDwAAQBAJ&source=gbs_api,['Fiction'],,http://books.google.nl/books?id=AgckDwAAQBAJ,"9024577047, 9789024577040"
Gaston de Blondeville (The modern novelists),,['Ann Radcliffe'],http://books.google.com/books/content?id=7TI3AAAAYAAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.nl/books?id=7TI3AAAAYAAJ&printsec=frontcover&dq=Gaston+de+Blondeville+(The+modern+novelists)&hl=&cd=1&source=gbs_api,,1834,https://play.google.com/store/books/details?id=7TI3AAAAYAAJ&source=gbs_api,['Great Britain'],,http://books.google.nl/books?id=7TI3AAAAYAAJ,
Screenwriter: Words Become Pictures/304506,,"['Rob Dückers', 'Karin van Lieverloo', 'Museum Het Valkhof Nijmegen']",,http://books.google.nl/books?id=yGo0wwEACAAJ&dq=Screenwriter:+Words+Become+Pictures/304506&hl=&cd=1&source=gbs_api,,2005,http://books.google.nl/books?id=yGo0wwEACAAJ&dq=Screenwriter:+Words+Become+Pictures/304506&hl=&source=gbs_api,"['Illumination of books and manuscripts, Dutch']",,http://books.google.nl/books?id=yGo0wwEACAAJ,
"The Art of Technical Documentation, Second Edition","An essential text in the field of contemporary art history, it has now been updated to represent 30 countries and over 100 new artists. The internationalism evident in this revised edition reflects the growing interest in contemporary art throughout the world from the U.S. and Europe to the Middle East, Asia, Africa, Latin America, and Australia.","['Kristine Stiles', 'Peter Selz']",http://books.google.com/books/content?id=5qklDQAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,"http://books.google.nl/books?id=5qklDQAAQBAJ&pg=PA463&dq=The+Art+of+Technical+Documentation,+Second+Edition&hl=&cd=1&source=gbs_api",Univ of California Press,2012-09-25,"http://books.google.nl/books?id=5qklDQAAQBAJ&dq=The+Art+of+Technical+Documentation,+Second+Edition&hl=&source=gbs_api",['Art'],1.0,http://books.google.nl/books?id=5qklDQAAQBAJ,"0520253744, 9780520253742"
Engendering Culture: Manhood and Womanhood In New Deal Public Art and Theater,,['Barbara Melosh'],http://books.google.com/books/content?id=KmdQAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.nl/books?id=KmdQAAAAMAAJ&q=Engendering+Culture:+Manhood+and+Womanhood+In+New+Deal+Public+Art+and+Theater&dq=Engendering+Culture:+Manhood+and+Womanhood+In+New+Deal+Public+Art+and+Theater&hl=&cd=1&source=gbs_api,,1991,http://books.google.nl/books?id=KmdQAAAAMAAJ&dq=Engendering+Culture:+Manhood+and+Womanhood+In+New+Deal+Public+Art+and+Theater&hl=&source=gbs_api,"['Arts, American']",,http://books.google.nl/books?id=KmdQAAAAMAAJ,"0874747201, 9780874747201"
The Rabbi's Cat,"Gaining the ability to speak after swallowing a parakeet, the rabbi's cat uses his newfound talent to tell lies, the consequences of which lead to being banned from contact with the rabbi's daughter and an education in the Torah, despite his preference for the Kabbalah and his desire for a bar mitvah. Mature.",['Joann Sfar'],http://books.google.com/books/content?id=cNQbAQAAIAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.nl/books?id=cNQbAQAAIAAJ&q=The+Rabbi%27s+Cat&dq=The+Rabbi%27s+Cat&hl=&cd=1&source=gbs_api,Pantheon,2005,http://books.google.nl/books?id=cNQbAQAAIAAJ&dq=The+Rabbi%27s+Cat&hl=&source=gbs_api,['Comics & Graphic Novels'],25.0,http://books.google.nl/books?id=cNQbAQAAIAAJ,"0375422811, 9780375422812"
JFK: The Last Dissenting Witness,"Jean Hill, the ""lady in red"" in Zapruder's Kennedy assassination film, saw a gunman on the famous grassy knoll on November 22, 1963. That gunman was NOT Lee Harvey Oswald. In this highly personal narrative, Hill discloses the trauma and intimidation she experienced as well as her struggle to keep her career and her sanity after she, a single mother of two, became embroiled in the greatest murder mystery of the century.","['Sloan, Bill']",http://books.google.com/books/content?id=BPKo3kC3YtIC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.nl/books?id=BPKo3kC3YtIC&printsec=frontcover&dq=JFK:+The+Last+Dissenting+Witness&hl=&cd=1&source=gbs_api,Pelican Publishing,2010-09-23,https://play.google.com/store/books/details?id=BPKo3kC3YtIC&source=gbs_api,['History'],1.0,http://books.google.nl/books?id=BPKo3kC3YtIC,"1455606707, 9781455606702"
"FORCE, RECIPROCAL FORCE AND COMPRESSION CAUSE GRAVITY","Studying British Cultures is a volume of essays which offers a useful introduction to a contentious area. The contributors, who have been instrumental in establishing the discipline of British Cultural Studies, explore a wide range of critical debates on cultural identity and explode the myth that Britain is made up of a homogenous people. The first half of the book traces examines the theory and methodology of studying British cultures, in disciplines variously known as British Studies, Cultural Studies or British Cultural Studies.",['John Malatich'],http://books.google.com/books/content?id=nxe8wAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"http://books.google.nl/books?id=nxe8wAEACAAJ&dq=FORCE,+RECIPROCAL+FORCE+AND+COMPRESSION+CAUSE+GRAVITY&hl=&cd=1&source=gbs_api",,2002-08,"http://books.google.nl/books?id=nxe8wAEACAAJ&dq=FORCE,+RECIPROCAL+FORCE+AND+COMPRESSION+CAUSE+GRAVITY&hl=&source=gbs_api",['Political Science'],,http://books.google.nl/books?id=nxe8wAEACAAJ,"1403300763, 9781403300768"
Triumph in the Philippines (United States Army in World War II. The War in the Pacific),,['Robert Ross Smith'],,http://books.google.nl/books?id=s-wAoQEACAAJ&dq=Triumph+in+the+Philippines+(United+States+Army+in+World+War+II.+The+War+in+the+Pacific)&hl=&cd=1&source=gbs_api,,1984,http://books.google.nl/books?id=s-wAoQEACAAJ&dq=Triumph+in+the+Philippines+(United+States+Army+in+World+War+II.+The+War+in+the+Pacific)&hl=&source=gbs_api,,,http://books.google.nl/books?id=s-wAoQEACAAJ,
From Potter's Field,"The sixth book in the Kay Scarpetta series, from No. 1 bestselling author Patricia Cornwell. 'America's most chilling writer of crime fiction' The Times Christmas had never been a particularly good time for Dr Kay Scarpetta. Although a holiday for most, it always seem to heighten the alienation felt by society's violent fringe; and that usually means more work for Scarpetta, Virginia's Chief Medical Examiner. The body was naked, female and found propped against a fountain in a bleak area of New York's Central Park. Her apparent manner of death points to a modus operandi that is chillingly familiar: the gunshot wound to the head, the sections of skin excised from the body, the displayed corpse - all suggest that Temple Brooks Gault, Scarpetta's nemesis, is back at work. Calling on all her reserves of courage and skill, and the able assistance of colleagues Marino and Wesley, Scarpetta must track this most dangerous of killers in pursuit of survival as well as justice - heading inexorably to an electrifying climax amid the dark, menacing labyrinths of the New York subway. Praise for the groundbreaking series: 'One of the best crime writers writing today' Guardian 'Devilishly clever' Sunday Times 'The top gun in this field' Daily Telegraph 'Forget the pretenders. Cornwell reigns' Mirror 'The Agatha Christie of the DNA age' Express",['Patricia Cornwell'],http://books.google.com/books/content?id=prefgSxnGOwC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.nl/books?id=prefgSxnGOwC&printsec=frontcover&dq=From+Potter%27s+Field&hl=&cd=1&source=gbs_api,Hachette UK,2008-09-04,https://play.google.com/store/books/details?id=prefgSxnGOwC&source=gbs_api,['Fiction'],19.0,http://books.google.nl/books?id=prefgSxnGOwC,"0748109382, 9780748109388"
Love Rekindled: A Novel,"Can a forsaken wife forgive her wayward husband who wants to return after years of chasing after his own pleasures? A crisis forces a fractured family to face their hurts, fears, and longings. He seems to have changed, but can his family trust him? Here's a delightfully subtle relationship story with a twist--It's told from the man's point of view.",['Candi Adermatt'],http://books.google.com/books/content?id=_KO3wAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.nl/books?id=_KO3wAEACAAJ&dq=Love+Rekindled:+A+Novel&hl=&cd=1&source=gbs_api,Cladach Pub,2004,http://books.google.nl/books?id=_KO3wAEACAAJ&dq=Love+Rekindled:+A+Novel&hl=&source=gbs_api,['Fiction'],,http://books.google.nl/books?id=_KO3wAEACAAJ,"0967038693, 9780967038698"
Close to Home Revisited,,['John McPherson'],http://books.google.com/books/content?id=_MUKAAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.nl/books?id=_MUKAAAACAAJ&dq=Close+to+Home+Revisited&hl=&cd=1&source=gbs_api,Andrews McMeel Publishing,1995-09-01,http://books.google.nl/books?id=_MUKAAAACAAJ&dq=Close+to+Home+Revisited&hl=&source=gbs_api,['Humor'],,http://books.google.nl/books?id=_MUKAAAACAAJ,"0836204271, 9780836204278"
The Starchild Trilogy,"The mysterious being, Starchild, threatens to extinguish the Earth's sun and destroy its ruler, the Plan of Man","['Frederik Pohl', 'Jack Williamson']",http://books.google.com/books/content?id=xaF6P2cordAC&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.nl/books?id=xaF6P2cordAC&q=The+Starchild+Trilogy&dq=The+Starchild+Trilogy&hl=&cd=1&source=gbs_api,,1986,http://books.google.nl/books?id=xaF6P2cordAC&dq=The+Starchild+Trilogy&hl=&source=gbs_api,['Fiction'],1.0,http://books.google.nl/books?id=xaF6P2cordAC,"0671655582, 9780671655587"
Study Guide for Use With Financial Accounting,,"['Walter B. Meigs', 'Robert F. Meigs']",,http://books.google.nl/books?id=T5k3swEACAAJ&dq=Study+Guide+for+Use+With+Financial+Accounting&hl=&cd=1&source=gbs_api,,1979,http://books.google.nl/books?id=T5k3swEACAAJ&dq=Study+Guide+for+Use+With+Financial+Accounting&hl=&source=gbs_api,['Accounting'],,http://books.google.nl/books?id=T5k3swEACAAJ,"0070412227, 9780070412224"
Lost Cities of Africa and Arabia (The Lost City Series),"Join Childress as he discovers forbidden cities in the Empty Quarter of Arabia, 'Atlantean' ruins in Egypt and the Kalahari desert; a mysterious, ancient empire in the Sahara; and more. This is an extraordinary life on the road: across war torn countries Childress searches for King Solomon's Mines, living dinosaurs, the Ark of the Covenant and the solutions to the fantastic mysteries of the past.",['David Hatcher Childress'],http://books.google.com/books/content?id=prq6ykijSyQC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.nl/books?id=prq6ykijSyQC&printsec=frontcover&dq=Lost+Cities+of+Africa+and+Arabia+(The+Lost+City+Series)&hl=&cd=1&source=gbs_api,Adventures Unlimited Press,1989,http://books.google.nl/books?id=prq6ykijSyQC&dq=Lost+Cities+of+Africa+and+Arabia+(The+Lost+City+Series)&hl=&source=gbs_api,"['Body, Mind & Spirit']",2.0,http://books.google.nl/books?id=prq6ykijSyQC,"0932813062, 9780932813060"
Lincoln reconsidered;: Essays on the Civil War era,"A “brilliant” look at America’s sixteenth president by the New York Times–bestselling, Pulitzer Prize–winning author of Lincoln (American Historical Review). First published in 1956 and revised and updated for the twenty-first century, Lincoln Reconsidered is a masterpiece of Civil War scholarship. In a dozen eloquent, witty, and incisive essays, the author of the definitive biography of Abraham Lincoln offers a fresh perspective on topics previously shrouded in myth and hagiography and brings the president’s tough-mindedness, strategic acumen, and political flexibility into sharp focus. From Lincoln’s patchwork education to his contradictory interpretations of the Constitution and the legacy of the Founding Fathers, David Herbert Donald reveals the legal mind behind the legend of the Great Emancipator. “Toward a Reconsideration of the Abolitionists” sheds new light on the radicalism of the antislavery movement, while “Herndon and Mary Lincoln” brilliantly characterizes the complicated relationship between two of the president’s closest companions. “Getting Right with Lincoln” and “The Folklore Lincoln” draw on the methods of cultural anthropology to produce a provocative analysis of Lincoln as symbol. No historian has done more to enhance our understanding of Lincoln’s presidency and the causes and effects of the Civil War than Donald. Lincoln Reconsidered is an entertaining and accessible introduction to his work and a must-read for every student of American history.",['David Herbert Donald'],http://books.google.com/books/content?id=FkN_CwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.nl/books?id=FkN_CwAAQBAJ&printsec=frontcover&dq=Lincoln+reconsidered%3B:+Essays+on+the+Civil+War+era&hl=&cd=1&source=gbs_api,Open Road Media,2016-03-22,https://play.google.com/store/books/details?id=FkN_CwAAQBAJ&source=gbs_api,['History'],,http://books.google.nl/books?id=FkN_CwAAQBAJ,"1504034023, 9781504034029"
Economics in one lesson,"With over a million copies sold, Economics in One Lesson is an essential guide to the basics of economic theory. A fundamental influence on modern libertarianism, Hazlitt defends capitalism and the free market from economic myths that persist to this day. Considered among the leading economic thinkers of the “Austrian School,” which includes Carl Menger, Ludwig von Mises, Friedrich (F.A.) Hayek, and others, Henry Hazlitt (1894-1993), was a libertarian philosopher, an economist, and a journalist. He was the founding vice-president of the Foundation for Economic Education and an early editor of The Freeman magazine, an influential libertarian publication. Hazlitt wrote Economics in One Lesson, his seminal work, in 1946. Concise and instructive, it is also deceptively prescient and far-reaching in its efforts to dissemble economic fallacies that are so prevalent they have almost become a new orthodoxy. Economic commentators across the political spectrum have credited Hazlitt with foreseeing the collapse of the global economy which occurred more than 50 years after the initial publication of Economics in One Lesson. Hazlitt’s focus on non-governmental solutions, strong — and strongly reasoned — anti-deficit position, and general emphasis on free markets, economic liberty of individuals, and the dangers of government intervention make Economics in One Lesson every bit as relevant and valuable today as it has been since publication.",['Henry Hazlitt'],http://books.google.com/books/content?id=A50iBxwt7qMC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.nl/books?id=A50iBxwt7qMC&printsec=frontcover&dq=Economics+in+one+lesson&hl=&cd=1&source=gbs_api,Currency,2010-08-11,https://play.google.com/store/books/details?id=A50iBxwt7qMC&source=gbs_api,['Business & Economics'],18.0,http://books.google.nl/books?id=A50iBxwt7qMC,"0307760626, 9780307760623"
Poltergeist: The Legacy 01: The Hidden Saint,The ghostly visitation from a young boy killed in a terrorist bombing sends Alex Moreau on a journey to keep the child's mother from a desperate act that would endanger her own soul and unleash an evil force on the world,['Rick Hautala'],http://books.google.com/books/content?id=6WauryMq5ZEC&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.nl/books?id=6WauryMq5ZEC&q=Poltergeist:+The+Legacy+01:+The+Hidden+Saint&dq=Poltergeist:+The+Legacy+01:+The+Hidden+Saint&hl=&cd=1&source=gbs_api,,1999,http://books.google.nl/books?id=6WauryMq5ZEC&dq=Poltergeist:+The+Legacy+01:+The+Hidden+Saint&hl=&source=gbs_api,['Fiction'],,http://books.google.nl/books?id=6WauryMq5ZEC,"0441006450, 9780441006458"
"Introduction to mathematical philosophy, (Library of Philosophy)",,['Bertrand Russell'],,"http://books.google.nl/books?id=0oFgxAEACAAJ&dq=Introduction+to+mathematical+philosophy,+(Library+of+Philosophy)&hl=&cd=1&source=gbs_api",,1948,"http://books.google.nl/books?id=0oFgxAEACAAJ&dq=Introduction+to+mathematical+philosophy,+(Library+of+Philosophy)&hl=&source=gbs_api",['Mathematics'],,http://books.google.nl/books?id=0oFgxAEACAAJ,
Chocolate: The Sweet History,"Complete with recipes, a guide provides an informative review of the history of chocolate by explaining where it originated, how it was originally used and by whom, how it is grown and processed, how it came to be made into tasty treats in modern times, and more. Simultaneous.",['Sandra Markle'],http://books.google.com/books/content?id=k3dtSRXAWkUC&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.nl/books?id=k3dtSRXAWkUC&q=Chocolate:+The+Sweet+History&dq=Chocolate:+The+Sweet+History&hl=&cd=1&source=gbs_api,Smart about History,2005,http://books.google.nl/books?id=k3dtSRXAWkUC&dq=Chocolate:+The+Sweet+History&hl=&source=gbs_api,['Juvenile Nonfiction'],2.0,http://books.google.nl/books?id=k3dtSRXAWkUC,"0448434806, 9780448434803"
Book of KidsSongs 2: A Holler-Along Handbook For Home Or On The Range with Book (Bk. 2),,,http://books.google.com/books/content?id=zdTiAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.nl/books?id=zdTiAAAAMAAJ&q=Book+of+KidsSongs+2:+A+Holler-Along+Handbook+For+Home+Or+On+The+Range+with+Book+(Bk.+2)&dq=Book+of+KidsSongs+2:+A+Holler-Along+Handbook+For+Home+Or+On+The+Range+with+Book+(Bk.+2)&hl=&cd=1&source=gbs_api,,1998,http://books.google.nl/books?id=zdTiAAAAMAAJ&dq=Book+of+KidsSongs+2:+A+Holler-Along+Handbook+For+Home+Or+On+The+Range+with+Book+(Bk.+2)&hl=&source=gbs_api,['Audiocassettes for children'],,http://books.google.nl/books?id=zdTiAAAAMAAJ,"0835240606, 9780835240604"
